"Nom","Adresse 1","Adresse 2","Code postal","Ville","TÈlÈphone 1","TÈlÈphone 2","Fax","NAF","SIRET","Effectif","Responsable","ActivitÈ"
"TRANOVA LOGISTIQUE","","CHEMIN MALATRAIT","38290","LA VERPILLIERE","0474433727","","0426303414","4791A","48746416600031","10 ‡ 19","TRANOVA","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"MOTO AXXE","","890 RUE BERGERESSE","45160","OLIVET","0238649422","","","4791A","43024706400024","20 ‡ 49","Financi√®re Lys","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"CLASSIC RIDE","","10 RUE STADE","63250","CHABRELOCHE","0770022673","","","4791B","81491156600028","3 ‡ 5","COURTY DIDIER","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"EASY WATTS","","38 Bis AVENUE REPUBLIQUE","75011","PARIS","0188326466","","","4791B","83936047600031","20 ‡ 49","LE GUILCHER YVONICK","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"EXCELLENCE AUTO COLLECTION","","MOULON","07200","AUBENAS","0475934162","","","4791B","74991630000025","6 ‡ 9","CHEVILLIAT PHILIPPE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"VPAUTO","","277 ZI KERPONT","56850","CAUDAN","0297766200","","","4779Z","44249617000014","50 ‡ 99","GUIGNARD FRANCOIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LABORATOIRE SENNECQ BONNE","","2 RUE RUETTES 2","50560","BLAINVILLE SUR MER","0233077660","","","4791B","40795923800012","3 ‡ 5","LECOUILLARD YANICK","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"AMI JARDIN","","3 RUE LOUIS LARCHEZ","59113","SECLIN","0320328240","","","4791B","88074958500019","3 ‡ 5","BARROIS BRUNO","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"ATAVIK","PAE DE SARS ET ROSIERES","8 RUE 9 BONNIERS","59178","BRILLON","0327431006","","","4791B","78987799000026","10 ‡ 19","ELAN BLEU","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LE BIEN ETRE DES ANIMAUX","","3 ROUTE ST GERMAIN","78640","VILLIERS ST FREDERIC","0972285329","","","4791B","51177605600034","3 ‡ 5","Barq Europe","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"CANI GOURMAND","","4 RUE ELISABETH","91330","YERRES","0781818499","","","4791B","88306591400011","6 ‡ 9","DEDIEU AURELIE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LAPSA LABORATOIRE POUR LA SANTE ANIMALE","","162 RUE PERRONET","92200","NEUILLY SUR SEINE","0805691313","","","4791B","83273996500016","20 ‡ 49","WP13","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"AGROTRADE","","72 BOULEVARD CHARLES DE GAULLE","64140","LONS","0559216812","","","4791A","88115359700029","3 ‡ 5","PETIT FLORIAN","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"E LECLERC DRIVE","ZAC DES QUATRE CHENES RN4 D604","31 ROUTE NATIONALE 4","77340","PONTAULT COMBAULT","0978499301","","","4791A","48939317300039","20 ‡ 49","COBLARD DIDIER","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"WESHOP","","90 AVENUE HENRI BARBUSSE","93000","BOBIGNY","0148461288","","","4791B","81178562500039","3 ‡ 5","WANG RENJIE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LPEV","","ROUTE CHOUVIGNY","03450","EBREUIL","0470906140","","0470906149","4791B","39153939200038","20 ‡ 49","ANJAC","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"GROUPE LEA NATURE","","AVENUE PAUL LANGEVIN","17180","PERIGNY","0546343000","","0546343234","4791B","49946953400030","10 ‡ 19","ALLOUCH RAPHAEL","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LABORATOIRE LESCUYER","","15 RUE LE CORBUSIER","17440","AYTRE","0546563048","","0546567150","4791B","38174599100046","20 ‡ 49","Alternatech S.A","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"BIOFINESSE","","1 IMPASSE MARCHE GARE","31200","TOULOUSE","0561471112","","0561471314","4791B","43429720600055","20 ‡ 49","DUMONT ERIC","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"GALERIE K PARIS","","9 RUE CAPUCINES","75001","PARIS","0950262593","","","4791B","51903052200022","3 ‡ 5","Miyagawa KEIICHIRO","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"MIAMLAND","BAT 1","26 ROUTE PARIS","77340","PONTAULT COMBAULT","0672409024","","","4791A","81800744500021","6 ‡ 9","TOURE LASSANA","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"LES PLAISIRS FRUITES","","15 AVENUE TOULOUSE LAUTREC","78390","BOIS D'ARCY","0613431772","","","4791B","81879031300014","20 ‡ 49","NEXT STEP GROUPE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"SERRE EN DIRECT","","ZA ST ANTOINE","29270","CARHAIX PLOUGUER","0298936131","","","4791B","51920567800021","10 ‡ 19","COURTET CLAUDE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"BH MATERIAUX","","LOLMET SUD","82110","LAUZERTE","0563953908","","","4779Z","48065753500013","3 ‡ 5","BAZEAUD HENRI","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"POLYTRANS","","2 PLACE JEAN JAURES","42000","ST ETIENNE","0241924960","","","4791B","32933712500028","10 ‡ 19","ORWELL PARTICIPATIONS","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"QUALITY BIRD","","58 Bis ROUTE GENECH","59830","CYSOING","0320597624","","","4791B","49422919800036","3 ‡ 5","ALLEL MOHAMED","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"PAONEFISH","","146 RUE MAURICE BERTEAUX","95870","BEZONS","0611206607","","","4791B","50439676300014","6 ‡ 9","PAONE GAETAN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LES MAGICIENS DU FEU","BATIMENT G8","21 AVENUE MARE","95310","ST OUEN L'AUMONE","0130365950","","","4791B","49354009000021","10 ‡ 19","DUCOS GUILLAUME","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LE RUCHER NOTRE DAME DE GRACE","","14 RUE FERRAILLON","83570","MONTFORT SUR ARGENS","0494595914","","","4791B","45169858300015","3 ‡ 5","MARY MARIE-CECILE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"PHYTO PLUS ENVIRONNEMENT","","12 AVENUE LIEUTENANT ATGER","13690","GRAVESON","0800200150","","","4791B","75219711100012","6 ‡ 9","MUSCAT CHARLEY","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"AMAVEO","","17 RUE LIBERATION","69270","FONTAINES SUR SAONE","0478796879","","","4791B","75084269200048","3 ‡ 5","CONCEPT EAU AIR DEVELOPPEMENT","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"E LIQUIDE FR","","12 CHEMIN HAUTE BEDOULE","13240","SEPTEMES LES VALLONS","0442798965","","","4791B","53057150400030","10 ‡ 19","MARY CHRISTEL","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"ECLOPE DISCOUNT","","148 TRAVERSE MARTINE","13011","MARSEILLE","0983000954","","","4791B","79415928500046","6 ‡ 9","DERY Jonathan","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"OHVAPOTEUR","","63 AVENUE GAMBETTA","17100","SAINTES","0546907568","","","4791B","79370942900138","20 ‡ 49","ZANA LAURENT","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"TAKLOPE STORE","","7 RUE LIBERTE","21000","DIJON","0380300998","","","4791A","53896068300042","20 ‡ 49","REPELLIN ALEXIS","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"STOOM","","13 PLACE CARNOT","26100","ROMANS SUR ISERE","0610438522","","","4791B","79916508900035","6 ‡ 9","CHARIGNON PASCAL","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"STOOM","","50 AVENUE JEAN JAURES","26600","TAIN L'HERMITAGE","0610438522","","","4791B","79916508900027","6 ‡ 9","CHARIGNON PASCAL","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"ALTERACIG","","14 AVENUE PIERRE GUEGUIN","29900","CONCARNEAU","0984216147","","","4791A","79177874900089","10 ‡ 19","ONSEN","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"ALTERACIG","","1 PLACE BOULOUARD","29140","ROSPORDEN","0298825682","","","4791A","79177874900105","10 ‡ 19","ONSEN","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"VAPE'N BEER","","3 RUE KERVAIL","29300","QUIMPERLE","0980745157","","","4791A","79177874900139","10 ‡ 19","ONSEN","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"OH VAPOTEUR","","2 COURS VAUBAN","33390","BLAYE","0557423663","","","4791B","79370942900104","20 ‡ 49","ZANA LAURENT","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"VAPOCLOPE","","2 CHEMIN ARESTIEUX","33610","CESTAS","0557889590","","","4791B","75146236700051","10 ‡ 19","WILPOTTE YANN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"ABSOLUT VAPOR  ABSOTECH","","66 IMPASSE MAGNOLIA","40400","TARTAS","0558464591","","","4791B","78880612300048","3 ‡ 5","FILATRIAU SYLVAIN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"L'UNIVERS DU VAPOTEUR","","11 RUE REPUBLIQUE","42390","VILLARS","0983625707","","","4791B","79946260100029","3 ‡ 5","CHAPUIS YOANN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"L'ATELIER DU VAPOTEUR","","149 BOULEVARD BELGES","44300","NANTES","0228345633","","","4791B","79464213200037","3 ‡ 5","DUBAIL ROMAIN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"L'ATELIER DU VAPOTEUR","","10 AVENUE BRETAGNE","44980","STE LUCE SUR LOIRE","0981670073","","","4791B","79464213200060","3 ‡ 5","DUBAIL ROMAIN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"ALTERBOUTIQUE","","22 AVENUE MAR FOCH","54200","TOUL","0383628289","","","4791B","53173493700059","10 ‡ 19","HUMBERT JEAN-MARC","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"THE PLACE TO VAPE","","12 GRAND'PLACE","62000","ARRAS","0971161235","","","4791B","79943574800030","10 ‡ 19","BRYNDZA OLIVIER","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"MFC DISTRIBUTION","","31 A ROUTE POLYGONE","67100","STRASBOURG","0369787397","","","4791B","80399424300027","3 ‡ 5","MFC DISTRIBUTION","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LES VAPOTEURS","","25 AVENUE REPUBLIQUE","70200","LURE","0363880008","","","4791B","53341469400034","3 ‡ 5","LAURENT ANICET","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"TECMAGEX SAS","ZA ARNOUZETTE","2 Bis RUE JEAN AUGUSTIN FRESNEL","11000","CARCASSONNE","0468719988","","","4791B","42089760500010","10 ‡ 19","BARRETT CHARLES","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"AAS","","1 RUE EGLISE","28700","ST LEGER DES AUBEES","0613193212","","","4791A","41438036000027","3 ‡ 5","LAURENT JEAN-CLAUDE","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"JEAN PIERRE FUSIL ARMURIER","BUREAUX NON OUVERTS AU PUBLIC","530 BOULEVARD PARC","62231","COQUELLES","0321343047","","","4791B","51923058500027","3 ‡ 5","TIBERGHIEN JULIETTE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"NEMROD FRANKONIA","","4 RUE TRANSVERSALE C","67550","VENDENHEIM","0390203450","","","4791B","94725090800045","20 ‡ 49","NEMROD FRANKONIA","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"NEMROD FRANKONIA SA","","18 RUE CHATEAU","68190","ENSISHEIM","0389832550","","","4791B","94725090800029","20 ‡ 49","NEMROD FRANKONIA","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"OJETABLESFR","","1 AVENUE ROLAND GARROS","31570","STE FOY D'AIGREFEUILLE","0786553115","","","4791B","53454885400049","6 ‡ 9","OLMA BUSINESS","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"MATHON","","ZI GLORIETTE","38160","CHATTE","0892391100","","0476644466","4791B","75085848200029","20 ‡ 49","BOUVET SEBASTIEN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"MEILLEUR DU CHEF","","141 IMPASSE OIHANA","64200","BASSUSSARRY","0559245448","","","4791B","43392690400049","20 ‡ 49","GACHEN PHILIPPE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"TOM PRESS SAS","","ZONE ACTIVITES LA CONDAMINE","81540","SOREZE","0563714499","","0563714498","4791B","43815327200036","20 ‡ 49","LAFITTE FINANCE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"TROCCOM","","6 RUE GRANDES VARENNES","21121","AHUY","0380539231","","","4779Z","41988826800010","3 ‡ 5","GIRE JULIETTE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"OH MY KITCHEN !","","14 RUE POLOGNE","78100","ST GERMAIN EN LAYE","0139161408","","","4791B","75285498400032","3 ‡ 5","AFLURE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"JJBS","","33 ROUTE BESSIERES","31240","L'UNION","0983067621","","","4791B","51303588100020","3 ‡ 5","BEZOMBES JULIE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"POPPERS RAPIDE","","18 RUE MANOIR DE SERVIGNE","35000","RENNES","0230964441","","","4791A","80511204200033","10 ‡ 19","GUELLEC ERWAN","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"BODY HOUSE AVIGNON NORD  EROTIC STORE & LINGER","","199 AVENUE FONTVERT","84130","LE PONTET","0490326904","0490854704","","4791A","53176121100014","3 ‡ 5","MALY","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"LA PIPE RIT","","9 PLACE ABBAYE","39200","ST CLAUDE","0384456802","","","4791B","38005755400020","3 ‡ 5","MERMET-MARECHAL CLAIRE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"PLANETE S FACTORY","","24 RUE JAMES WATT","62000","DAINVILLE","0321606000","","","4791B","50216059100033","20 ‡ 49","DUKES & QUAKERS","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"HARTER GALERIE","","18 Bis RUE CATHERINE SEGURANE","06300","NICE","0493071029","","","4779Z","52807435400051","3 ‡ 5","HARTER JEAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GALERIE DU VITRAIL","","17 CLOITRE NOTRE DAME","28000","CHARTRES","0237361003","","","4779Z","45134097000016","3 ‡ 5","ZINS ALAIN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"ATELIER CATHERINE BERGOIN","","3 ROUTE PEYSSE","73000","BARBERAZ","0479852485","","0479854540","4791B","42051744300016","3 ‡ 5","CLAUDEL REMI","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"CONTE ANTIQUITES","","7 RUE BAC","75007","PARIS","0979677180","","","4779Z","33932739700065","3 ‡ 5","CONTE GERARD","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"STORE LINE","","10 BOULEVARD COMMUNAUTE","78200","BUCHELAY","0130336605","","","4791B","49494987800032","3 ‡ 5","PANIZZOLO PAOLO","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"BOESNER","GALERIES TATRY","170 COURS MEDOC","33300","BORDEAUX","0557199411","","0557199414","4791B","43420486300014","20 ‡ 49","KINSEHER STEPHAN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"MUZEO","","31 AVENUE LEON GAMBETTA","92120","MONTROUGE","0147005916","","0140361793","4791B","53891656000021","6 ‡ 9","ANGIBOUST ERIC","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"ASSOCIATION EMMAUS","","190 RUE GOUESNOU","29200","BREST","0298030629","","","4779Z","77762706800029","20 ‡ 49","ASSOCIATION EMMAUS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"INTERVALS","","7 PLACE FOURNEYRON","42000","ST ETIENNE","0651654413","","","4791A","80445651500035","3 ‡ 5","ASSOCIATION INTERVALS","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"EMMAUS DUNKERQUE","","9 PLACE ABBE PIERRE","59760","GRANDE SYNTHE","0328212488","","","4779Z","33956741400059","20 ‡ 49","EMMAUS DUNKERQUE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EMMAUS DUNKERQUE","","62 RUE GARE","59760","GRANDE SYNTHE","0328212488","","","4779Z","33956741400059","20 ‡ 49","EMMAUS DUNKERQUE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EMMAUS DUNKERQUE","ATELIER INSERTION","3 ROUTE MARIUS WEBER","59380","SPYCKER","0328649467","","","4779Z","33956741400075","20 ‡ 49","EMMAUS DUNKERQUE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"MAXIMUM","","LES MASGRIMAUDS","87160","MAILHAC SUR BENAIZE","0555762278","","","4779Z","39012032700023","20 ‡ 49","MAXIMUM","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EMMAUS LA FRIPERIE SOLIDAIRE","","1 RUE POSTE","94600","CHOISY LE ROI","0143539271","","","4779Z","44449039500076","20 ‡ 49","LA FRIPERIE SOLIDAIRE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"NUTRI PERFECT ACADEMY","BAT C LE FAIRWAY","980 AVENUE ROUMANILLE","06410","BIOT","0492382921","","","4791A","51872720100049","20 ‡ 49","OLIVIER PATRICE","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"SAM SAP ASSOCIATION","LE PONT","26 QUAI ARDECHE","07200","AUBENAS","0475352377","","","4779Z","42496974900029","3 ‡ 5","ASS SAM SAP","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"COMME J'AIME","","30 RUE HORACE","59650","VILLENEUVE D'ASCQ","0366060200","","","4791B","52304805600064","20 ‡ 49","BERNARD CANETTI ENTREPRISES","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"MEDIALIS","","4 RUE MONT BLANC","69960","CORBAS","0437252032","","","4791B","83879368500028","10 ‡ 19","STIFANE MARC","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"HDV","","9 VOIE PRADELLE","31190","AUTERIVE","0534289725","","","4791A","49798862600022","3 ‡ 5","DERYCKERE HERVE","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"HAPPY CASH","ZI LA MALADIERE","1 RUE EDOUARD BRANLY","38300","BOURGOIN JALLIEU","0474430241","","","4779Z","52319559200010","3 ‡ 5","LELIEVRE JEAN-LUC","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"HAPPY CASH","","ZONE D'ACTIVITE LES PLAINES","42120","PERREUX","0477693570","","","4779Z","49871097900010","6 ‡ 9","GL CONSEIL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"ASSOC LIMOUSINE EMPLOIS ACTIVITES SERVICES ALE","","3 PLACE GUSTAVE PHILIPPON","87000","LIMOGES","0555341077","","","4779Z","32347227400022","50 ‡ 99","ASSOCIATION LIMOUSINE EMPLOIS ACTIVITES SERVICES","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EXCELLENCE AUTO COLLECTION","","MARQUENOUX","07150","LAGORCE","0475377403","","","4791B","74991630000017","6 ‡ 9","CHEVILLIAT PHILIPPE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"PARIS OISE ENCHERES","","4 AVENUE BOURBON","60500","CHANTILLY","0607472717","","","4779Z","52459085800048","6 ‡ 9","DENOYELLE PASCAL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"HARDY PAUL","","35 ROUTE NATIONALE","62360","ST LEONARD","0321922109","","","4779Z","40805599400011","3 ‡ 5","HARDY PHILIPPE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CREDIT AGRI  AG CHALONS EN CHAMPAGNE REPUBLIQU","","1 RUE THOMAS MARTIN","51000","CHALONS EN CHAMPAGNE","0326636234","","0326636260","4791B","48776021700017","50 ‡ 99","JOUVES HERVE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LCL BANQUE ET ASSURANCE","","PLACE JEAN MONNET","64600","ANGLET","0559525621","","0559525629","4779Z","83067892600015","6 ‡ 9","TAUFFLIEB JEROME","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"L'ANNEXE TOUT SIMPLEMENT","","25 PLACE ALEXANDRE ISRAEL","10000","TROYES","0325737911","","","4791B","51435187300021","10 ‡ 19","REMY DAMIEN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"RECYCLIVRE","","388 AVENUE CHARLES DE GAULLE","69200","VENISSIEUX","0482533608","","","4791B","50861046600114","20 ‡ 49","LORRAIN DAVID","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LE FOURGON","","270 AVENUE ESPACE","59118","WAMBRECHIES","0352800330","","","4791B","89339781000035","20 ‡ 49","BALISE VENTURES","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LES NAT BIJOUX","","10 RUE MACE","06400","CANNES","0493387066","","","4791A","82916946500038","10 ‡ 19","ASKAYO NATHALIE","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"ARTS ET COLLECTIONS","","7 Bis RUE ST GAUCHER","26200","MONTELIMAR","0475512066","","","4779Z","34483995600036","3 ‡ 5","OLLIVIER CHRISTIAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","88 AVENUE CLICHY","75017","PARIS","0140002029","","","4779Z","75235791300033","10 ‡ 19","ECR 49","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"VALOIS VINTAGE PARIS","","8 RUE SAUSSAIES","75008","PARIS","0149249764","","","4779Z","42144800200053","3 ‡ 5","Mamou CHANTAL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"NEMMES","","13 RUE ST HONORE","78000","VERSAILLES","0688006607","","","4791B","83988537300028","3 ‡ 5","Daubresque ARNAULT","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"AWAKE CONCEPT","","5 RUE HELENE","75017","PARIS","0760001209","","","4791B","84927110100016","6 ‡ 9","QUANTIEME MEDIA","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"PECHEURCOM","","7 RUE PRES LIATS","03800","GANNAT","0470900718","","0470902549","4791B","45185838500045","50 ‡ 99","FALCON FAUSTIN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"NATURE BOIS CONCEPT TONNAY CHARENTE  ROCHEFORT","","1 ROUTE SURGERES","17430","TONNAY CHARENTE","0581915630","","","4791B","74992710900050","20 ‡ 49","DEVEAU BASTIEN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"GROUPE AP LOISIRS","","6 RUE ELISA DEROCHE","85180","CHATEAU D'OLONNE","0228979341","","","4779Z","84260856400048","10 ‡ 19","HAPL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"COTE2BOEUF","","8 RUE MOINES","75017","PARIS","0142293449","","","4791B","79414789200028","3 ‡ 5","SIEMIATYCKI CHARLES","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LA TROCANTE  DEBARRAS / VIDE MAISON 11","CENTRE VILLE","8 PLACE DAVILLA","11000","CARCASSONNE","0468253500","","","4779Z","44028979100012","6 ‡ 9","ROUSSELOT FLORENT","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","BAT A CCAL BARNEOUD","AVENUE PLAN DE CAMPAGNE","13170","PLAN DE CAMPAGNE","0442466047","","0442466051","4779Z","41870789900013","6 ‡ 9","LOGIACCO LIONEL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH SAINTES","","13 RUE BELLEGARDE","17100","SAINTES","0546984556","","0546987710","4779Z","52363579500017","6 ‡ 9","ADMO","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","ZAC HERMITAGE","4 RUE MADELEINE LAGADEC","29200","BREST","0298029191","","","4779Z","41516466400021","10 ‡ 19","RIBEZZO CEDRIC","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH SAINTE EULALIE","CENTRE COMMERCIAL GRAND TOUR","2 RUE SIGNORET","33560","STE EULALIE","0556063507","","","4779Z","85128370500024","6 ‡ 9","ANGELI FABRICE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"AUTREFOIS","","33 RUE SCELLERIE","37000","TOURS","0247617846","","","4779Z","33941738800032","3 ‡ 5","BOTHIER CATHERINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","1 RUE ETIENNE COSSON","37170","CHAMBRAY LES TOURS","0247287753","","0247489874","4779Z","50123840600026","6 ‡ 9","FOUCAULT FRANCOIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LA DROGUERIE","","24 RUE FOSSE","44000","NANTES","0251824570","","","4791B","39409834700013","3 ‡ 5","CHROMATIQUE CIE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"L'ONCE D'OR II","","6 PLACE MAURICE MARCHAIS","56000","VANNES","0297541562","","","4779Z","79966013900020","3 ‡ 5","ROQUET MARC","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"ARGOR","","74 RUE QUESNOY","59300","VALENCIENNES","0327471111","","","4779Z","45174463500033","3 ‡ 5","CHEZE THIERRY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","","20 RUE MAR DE LATTRE DE TASSIGNY","59400","CAMBRAI","0327726434","","","4779Z","75323354300010","3 ‡ 5","MOUSSU MATHILDE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GODOT ET FILS","","74 Ter RUE QUESNOY","59300","VALENCIENNES","0327471111","","","4779Z","45174463500033","3 ‡ 5","CHEZE THIERRY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","","110 ZI JALDAY","64500","ST JEAN DE LUZ","0559266426","","","4779Z","80054917200016","3 ‡ 5","DESLANDES FREDERIC","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH 69 CITY","","18 RUE BARRE","69002","LYON","0478956262","","","4779Z","52772223500019","6 ‡ 9","AMBM CITY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"404 PLACE VENDOME","","11 Bis RUE CONSERVATOIRE","75009","PARIS","0173704415","","","4791B","82001768900028","3 ‡ 5","Karkegi ALEXANDRE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"DARY'S","","362 RUE ST HONORE","75001","PARIS","0142609523","","","4779Z","57216550400018","3 ‡ 5","Jacob KATHERINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
